src-ip-entropy,udp-ratio,subnet-spread,top-ip-packet-share,unique-src-ips,packet-rate,label,tcp-ratio,unique-flows,std-packet-size,top-ip-byte-share,icmp-ratio,window-id,timestamp,avg-packet-size,dns-response-ratio,dst-port-entropy
4.978316101081171,0.9549507539313247,0.06331478748722735,0.19722929721319665,430.6909337518457,37538.571980561916,:udp-large,0.046865332998541905,536.0540878860123,32.7080669223977,0.05769370487791763,0.03575416492169001,0,1767825156302,1420.1296131291936,0.004050026168827542,0.6750910692611555
3.6214033522275724,0.9330528196217035,0.15177100838847601,0.18708073834746586,538.1782272231621,56246.27501368529,:udp-large,0.04999603335046643,150.50971579831648,62.244877979691246,0.15126391562838165,0.012157756390013742,1,1767825161302,1450.9508023284425,0.039516274942727886,0.7898651940087227
4.459364914614379,0.8605426565041024,0.10022618516639381,0.21841842468208228,157.31072375915323,57352.64157036027,:udp-large,0.049741413526166234,563.0136698761243,20.43203158301346,0.20082280831402627,0.026915885486241842,2,1767825166302,1338.0301394611674,0.020331877209708988,1.1152061951072167
3.583277087241122,0.8500930202618198,0.1873868950606698,0.10285003738720795,505.1363054595806,45054.733229581696,:udp-large,0.038384544292306894,473.7949468089743,68.4618066774065,0.15845902038198628,0.026854091402389826,3,1767825171302,1376.102719756513,0.002776265014521562,0.7668046523786336
4.855676198314196,0.9834499046416493,0.09885825669954784,0.1366089342253245,367.2511603633463,45642.80252628072,:udp-large,0.0013362316964880328,347.7638656785775,78.5298773848321,0.22307901463120355,0.026175306041872515,4,1767825176302,1404.8986926503915,0.028869162004290218,0.5806483904888898
4.461995889887625,0.8694937600613659,0.17133949049093522,0.08171259019546356,565.9547267763,45522.20324376178,:udp-large,0.030417800212944036,199.0870614826872,69.33518709381785,0.13098935099463127,0.006900826510268671,5,1767825181302,1447.228280323292,0.001579630423850781,0.7625066488273202
4.905363834518239,0.8575741381659017,0.1751007241357086,0.06665230350933544,305.35768940291314,47160.24252451557,:udp-large,0.04515167680783061,574.7857357588762,24.939207177814637,0.22226021666841783,0.03356910910790028,6,1767825186302,1450.4046691533085,0.007105428087785493,0.5307738286868999
3.694757917462865,0.9311178014477584,0.13474105667426373,0.1066141296464527,143.4431651175592,55543.39233323127,:udp-large,0.04705979268790357,412.3574552533926,26.984559331628244,0.1828702160781847,0.0071923732758267635,7,1767825191302,1317.7279281825577,0.00922267793685932,0.8026723744356474
3.9765217391312073,0.9565102476402406,0.08822785871456607,0.14323109564231262,341.0809554408231,51941.25198225239,:udp-large,0.0319697978897124,296.4213224288643,70.27302521877107,0.1626323655481025,0.03347101884801525,8,1767825196302,1335.7882419936875,0.04070584980632833,1.1738152424195656
4.359239426618561,0.8622506701176612,0.08421732225274772,0.10386663053464587,337.99498120483656,48659.82763343403,:udp-large,0.03532908610160547,389.3867022127215,71.7029143724699,0.16890139549077826,0.03026585400198374,9,1767825201302,1430.880720450725,0.016818059994055636,0.6411276290265159
4.68197001136337,0.9733803755366748,0.1176562913786896,0.0804292730624918,105.68379882480208,57295.11630782558,:udp-large,0.03552663232625003,461.1451648673318,42.56582834829074,0.23606226326040453,0.04932813353538815,10,1767825206302,1372.9395571704222,0.04587167782509295,1.0191280778653762
4.475840914718949,0.9261846196031921,0.10366528892996936,0.12771861340473312,127.29426895722209,54519.254536695524,:udp-large,0.04022264599137027,642.7861162310729,34.202779554140626,0.07079993180346854,0.03728742199718538,11,1767825211302,1412.6597230085013,0.011859241820431028,0.7995689608450717
3.869001066705262,0.9881678866693773,0.18970283893195544,0.18130250025052874,254.44831421489707,49182.18259937081,:udp-large,0.030686031685593737,429.3357014505888,67.01970096746882,0.07315038877504597,0.010897250008404864,12,1767825216302,1409.8599676171077,0.004154698508435056,0.8044364635386426
4.684933199730095,0.9083026187486631,0.10601103266998331,0.19492547892897327,191.02285907095037,49464.682875099796,:udp-large,0.03913966757768995,606.5192075842934,72.86231947054168,0.23333294039335062,0.021538599162786484,13,1767825221302,1312.6973782024975,0.019284942644810184,0.9823097149693046
4.984125641379847,0.8725513615387598,0.05434230412094228,0.19744848294972595,353.8828439184616,58959.992018178826,:udp-large,0.03411349146091749,676.5468626316386,60.750410238150174,0.2043637099970826,0.03398119278301391,14,1767825226302,1429.6671953972252,0.009771680820310097,0.5980794529739832
4.299103483345375,0.8896623598626823,0.23496752650298314,0.16931979534588548,360.56739151680426,54346.597840307135,:udp-large,0.03880540373570515,307.92314982490643,55.971424578157915,0.050450438163122405,0.04440259737542095,15,1767825231302,1455.1591189942028,0.005043596476975776,0.7660260947591617
3.8128189588448222,0.9322385835288155,0.11196528838231379,0.23857723958597604,393.92907739591385,58065.912500355495,:udp-large,0.007449978017441511,684.2794773685721,22.533494354133218,0.17116848752702335,0.012665143351338377,16,1767825236302,1398.9701040164675,0.029418835331884986,0.5762570196790059
3.7304014867541406,0.8580802070793463,0.11679246407602564,0.09638162538701828,193.726330295519,59403.0358547946,:udp-large,0.03469499166283093,527.2303060717211,38.977807178612636,0.1014181402231532,0.03385064974139117,17,1767825241302,1328.9125328814694,0.04215780264024481,1.1645033615139306
4.594266790124147,0.9368005065466893,0.0901360112957238,0.13208145091880136,425.16899616694764,50119.728938533386,:udp-large,0.022985757960893412,268.2527717538948,37.55036265879707,0.08716309406716957,0.024052967431378244,18,1767825246302,1349.849806644683,0.024586264474717637,0.5752761694336347
