top-dst-port-share,src-ip-entropy,udp-ratio,ts_formated,dst-ip-entropy,dns-query-ratio,unique-dst-ips,unique-src-ips,tcp-syn-ratio,top-src-ip-packet-share,tcp-fin-ratio,packet-rate,label,tcp-ratio,unique-flows,std-packet-size,icmp-ratio,dst-subnet-spread,window-id,timestamp,byte-rate,avg-packet-size,tcp-ack-ratio,dns-response-ratio,top-src-ip-byte-share,dst-port-entropy,attack-active
0.5014490174077805,6.827551531737037,0.0224495250408661,2026-02-28T02:07:44,1.609427628002034,0.0034819101439090908,27.534383203525614,11311.926279715206,0.8885511011519193,0.0471258418898655,0.008454403434124373,77521.16226680107,syn-flood,0.9419487071550768,12548.650133042434,7.306898479503846,0.014958822542750307,0.25865449896980075,0,1772240864104,5026274.91648309,59.45330697440907,0.08786420744754167,0.01698148613615105,0.06618701910733377,1.947245741120453,true
0.7291168770026909,5.283035234394338,0.006077751835708534,2026-02-28T02:07:49,2.568904501274643,0.013012543281026006,87.18444866805388,10813.680583846643,0.9441059011905208,0.043093875742099524,0.02359401086156805,63566.50152243782,syn-flood,0.9204745431714871,14515.876755063871,10.315730705802075,0.008134059092534502,0.09190099798886352,1,1772240869104,5940535.825072945,70.94074277186874,0.04673748268017548,0.017657163867209696,0.09424984773421838,1.4026134817441587,true
0.683193926476338,6.3612838972717896,0.014418028762202984,2026-02-28T02:07:54,1.8469849295869012,0.01368408679315094,41.491009664211354,14735.72175627408,0.8839002298261929,0.021339948811823498,0.014515868748196237,59088.401162947775,syn-flood,0.9855898771128935,17630.198064709482,14.662802513351439,0.010522175295860208,0.15456623283886906,2,1772240874104,3774406.0950745847,77.19797954926233,0.04285167699130861,0.007981623782534236,0.058232188669856855,1.797766142874702,true
0.6989815756855309,5.83751303798106,0.02865060782018173,2026-02-28T02:07:59,2.135536197922578,0.004648420885604181,75.29270691695001,7182.314816386356,0.9678981608590034,0.09517067987347558,0.005942776826929321,65884.7487047372,syn-flood,0.9750237052618648,9310.112246677347,17.108866002731272,0.027571460576891946,0.06629914535359684,3,1772240879104,6407052.049585886,79.5275396649626,0.08318550464588949,0.01761090909961663,0.06847473746923562,1.1440233884396356,true
0.4176622777607192,5.539154476171205,0.02605564013963124,2026-02-28T02:08:04,1.954211044615015,0.009242251510466346,14.466806516010148,7016.843199669025,0.8753203586660478,0.04619859022562665,0.0011225178572733363,64297.79184893274,syn-flood,0.9292558166643685,8983.489844057754,17.90471539614493,0.0019682398879075445,0.2565082570429164,4,1772240884104,5782900.875471215,64.30434572931482,0.0758879300207816,0.0027584216466144686,0.0842503083260916,1.4199433286789729,true
0.7769165093840698,6.317236645503708,0.04822125708620442,2026-02-28T02:08:09,2.38600948568129,0.011951426039386065,38.029395452570796,6002.041397472071,0.9115868108002249,0.07043486433899544,0.018278063050252397,102389.10882389567,syn-flood,0.9510406191949801,5541.739243956516,16.233049064730128,0.028756813570806273,0.16977622521496277,5,1772240889104,6382021.358530013,79.52019572317016,0.05499337519075832,0.0026933905782705893,0.02745729614488041,1.6917109083719526,true
0.6142594615956514,5.508121166707293,0.03924980722864582,2026-02-28T02:08:14,1.6664479053113732,0.013550308909915485,43.63491892445891,10183.146514363096,0.9153212204974083,0.025480738954663407,0.0025039439482628023,77463.17501351028,syn-flood,0.95767936732562,11472.417546286253,15.963744297717238,0.010964164447748143,0.2645025035899295,6,1772240894104,4650350.409637335,55.84936036696706,0.03830584724043758,0.015049157812091502,0.0889352104646191,1.3176024545842675,true
0.5627850139338713,5.721533526185482,0.04829820876084729,2026-02-28T02:08:19,1.7845382803799401,0.0059005708144770136,21.80710259859963,13279.595463451615,0.9294404763049003,0.0972550294195176,0.01658535279709795,97438.70119340206,syn-flood,0.9677986252813351,12711.70184832945,9.554583270999178,0.01045598294642324,0.1905163887216777,7,1772240899104,8582910.279446792,54.22748176381127,0.09438953026175441,0.00830065222201471,0.05833978737667536,0.6447291288688353,true
0.6190043993134139,6.2908250862516315,0.003288346610136184,2026-02-28T02:08:24,2.128781082988679,0.012893784414636041,17.983294879630566,9850.891703750623,0.9728526320255447,0.06469527850211548,0.011716538029500187,65177.26859121086,syn-flood,0.9718927661488072,14469.309923621895,16.67945263530177,0.006250582187845896,0.0939025295837138,8,1772240904104,5772621.677154046,68.43597180837317,0.094603311000646,0.014770428575602687,0.048515165611020136,1.9812625038277019,true
0.6624670817828782,5.221404286365547,0.025123442159545928,2026-02-28T02:08:29,2.0863744271582503,0.009022189835537842,90.20424618457169,3002.2674352983586,0.9217868616505828,0.04087006091390461,0.016595048180309425,81835.78468971644,syn-flood,0.9233883150656094,4160.548700139718,17.9160546227246,1.7259430108044204E-5,0.05978121330070181,9,1772240909104,5082298.4218360465,77.68408376731558,0.08611676225092112,0.012522644593098091,0.04530062995278322,0.5023456683445406,true
0.5068513767548883,5.973273859115077,0.01424635275534818,2026-02-28T02:08:34,1.8788431489640478,0.012062008469057044,29.03138221443347,12395.764530257644,0.8922787924497908,0.06893988645969283,8.684018049181419E-4,114852.40299860568,syn-flood,0.9844879657406321,13423.859202381065,17.575159356157386,0.005985667078807243,0.26628551742057943,10,1772240914104,9614889.589430004,62.680858428796824,0.08184505593922126,0.009504354349552128,0.05370943379362593,1.6228925784811434,true
0.5622123388311022,5.91361235245045,0.003875716634138715,2026-02-28T02:08:39,1.7922906209282168,0.011353685178830014,55.02356911191588,7332.36163563418,0.8578346896091618,0.05140427259322865,0.026409726662818753,66292.72703654956,syn-flood,0.9885520633090203,10577.205388885699,8.503426313816792,0.009992760609937175,0.23547753181237918,11,1772240919104,6199209.328795202,69.18911880790776,0.0832403353634633,0.008293490951325868,0.07141718431023797,1.245478935412791,true
0.6880742829021219,5.775337035234501,0.03675590453857531,2026-02-28T02:08:44,1.8354764423444037,0.01816342238554574,27.855433866327147,4670.770815238127,0.8687978984903965,0.07107242036109038,0.01739895043181882,50000,syn-flood,0.9682753822505004,5235.96419809521,5.441832344759589,0.01989387789877684,0.12944589518437166,12,1772240924104,2872058.754521414,71.55371809874407,0.0518770250851818,0.014812911492769972,0.020497302670518528,0.6665278773653134,true
0.5170556215970399,5.957585568645717,0.034756690303298574,2026-02-28T02:08:49,2.7339230857444536,0.009610395811420322,44.90924139390051,10348.52857372833,0.932440989813777,0.06219504007283941,0.017686089120436423,100766.27142386166,syn-flood,0.9764170001975502,13525.838332114252,17.271729829027468,0.00706451841815333,0.10232677666447139,13,1772240929104,6569047.007071296,71.196207692514,0.04576858469234936,0.01936988422792838,0.028341051700446016,0.7989934428284684,true
0.6287133817823899,6.004054310258791,0.0431585990724309,2026-02-28T02:08:54,2.043255077042513,0.0026440125310100582,10.92239660927429,14271.008117235213,0.9453070767960944,0.05019480657621293,0.011413203597628091,68780.41621972622,syn-flood,0.9633410874961013,20000,12.230574054660018,0.026219385516793703,0.28149048224494205,14,1772240934104,5216753.74607719,65.56812975866768,0.036353220099833716,0.003380387833827625,0.028699633279406438,1.7447448796669087,true
0.4532949788771108,6.095130618438456,0.043959856978584275,2026-02-28T02:08:59,2.039973040782392,0.01955559469978889,59.0225481431329,11333.97402771604,0.9718236788391945,0.03843293861927,0.01037159119448145,110942.03004472736,syn-flood,0.9331264211683323,11490.638873395304,8.929345975681509,0.02827524973582218,0.2636359450558568,15,1772240939104,9418518.92352361,75.55511496222013,0.06208602343732926,0.010137602849208874,0.07378586160605319,1.1248549920966469,true
0.4850846444658463,5.889756204307413,0.04504088716119805,2026-02-28T02:09:04,2.9228664897721583,0.011508866445957349,22.232398119836944,12345.31022885215,0.8957126288895005,0.08044942568965749,0.009070760221765749,54372.79385188991,syn-flood,0.9875024363602173,11961.830264589775,9.75370238249931,0.02848419436246144,0.0740351954503189,16,1772240944104,3801542.4711732804,61.82397024902944,0.03457506890099026,0.0029839641221830982,0.04837289970130731,1.4509959018968068,true
0.4850321962457806,6.552959986708907,0.014522286757479304,2026-02-28T02:09:09,1.733268059335562,0.011573606584294745,73.27616987685971,11611.540185467591,0.9732194465242768,0.05611437714337679,0.01599576620439566,81747.01148823224,syn-flood,0.9543696317464976,12423.147738663349,6.980885572031163,0.00956381928390509,0.09967007172854307,17,1772240949104,7790219.770138473,61.10495063854357,0.05319895051976456,0.019246155691771002,0.05682756946289583,1.1961447564481915,true
0.6523514414812049,6.304996975884111,0.04215222415583147,2026-02-28T02:09:14,2.7773522943291695,0.013746857899555138,19.269831669611918,12954.768336732526,0.9496855760588686,0.050128003304149404,0.01702946326463684,85167.64152053803,syn-flood,0.9251621331095469,17945.229271914184,10.694424884275277,0.027050944000335076,0.0695033289510932,18,1772240954104,8502739.88877457,73.90139666262087,0.024143269543122178,0.013292419171982267,0.054015733962919976,1.5978031511239288,true
0.4447758463766037,6.328031238953523,0.022059188537340558,2026-02-28T02:09:19,2.208682549696859,0.01944605431711439,81.62706292592433,14925.665907258277,0.8934869901852939,0.091306738512503,0.004516232244267566,89111.95228360531,syn-flood,0.9628102320863441,20000,6.328657834050794,0.0016053914479864917,0.2176263116734744,19,1772240959104,5606362.301765438,73.61893042136235,0.039793555613038364,0.007071550357873204,0.031017246209596526,1.6019329662617947,true
0.6271589145342982,6.366300322288724,0.01370603807325635,2026-02-28T02:09:24,2.8042084086307,0.017958451492962373,30.263024995707443,14978.126430661672,0.9538625361591898,0.03109298779149275,0.0029437539731918994,70427.73744139861,syn-flood,0.9895607267262666,16707.656432551106,8.425106222107745,0.010490404443587108,0.07752542069553507,20,1772240964104,5614228.116619726,71.60639092598514,0.03442215028855111,0.011492962125783157,0.08658796962117524,1.730811928032769,true
0.6281068025993072,5.8556987517300305,3.812769413926054E-4,2026-02-28T02:09:29,2.8419176149688257,0.012331227952200517,24.927933577135125,11371.217974205247,0.9216555163283078,0.03972601366469056,0.0297193872630619,50000,syn-flood,0.9714128375660468,14613.049754625385,5.932735513127599,0.007956261872441861,0.1682095377952324,21,1772240969104,3398128.4334640023,75.10070383054116,0.05210651980040579,0.007007186112014526,0.055306372181779445,0.533011984590899,true
0.5843306669214139,6.918717553602715,0.0270635034315644,2026-02-28T02:09:34,2.3633447339095177,0.007186637092732366,80.25250821316925,8564.051945265874,0.8944918945481923,0.05851144777358938,0.027017709081050927,80356.34029393249,syn-flood,0.9734275618509094,8953.781916284199,18.134129847328374,0.01175365470163409,0.14544061432582983,22,1772240974104,5032733.9492704235,67.56786641622581,0.08281652500806029,0.016746187516866497,0.06334218343391852,0.6487035497740027,false
0.7524062425150051,6.0606782966558255,0.011994959675515733,2026-02-28T02:09:39,2.979140437089277,0.019946581802667267,34.83729108513628,10869.20002799375,0.8704185902523989,0.08662694204191558,0.01817579279910703,113155.70376398828,syn-flood,0.9576682370005285,14108.930521319791,19.029613990680545,5.033846937828868E-4,0.05380955225582239,23,1772240979104,9178218.862772495,69.43224079921445,0.04260812795353898,0.010582872819856332,0.042784631178580536,1.39848880632312,false
0.6676281094036534,5.9031980763356575,0.038800131604448826,2026-02-28T02:09:44,1.7509040843147998,0.0019509879848113565,28.467881477161335,4130.2801143909555,0.8965253030573845,0.0809014505905077,0.029612769233335594,108493.00328712456,syn-flood,0.9830301483071687,4414.143490606793,16.76135313758453,0.0041489505966940095,0.1278996636243992,24,1772240984104,8604891.672020927,57.68633796920739,0.09386105046743332,0.003469157451469267,0.09546773809695713,1.678967243824824,true
0.5296462280962809,6.790823747802797,0.04848532855202144,2026-02-28T02:09:49,2.557482816268519,9.543530581027283E-4,90.28811989867498,12189.3353573932,0.9615732763977777,0.02700564224909341,0.016750247039392596,66451.20651372778,syn-flood,0.9437169889940331,16615.992708481066,8.409462876844328,0.007218582225652228,0.1532798053267722,25,1772240989104,4593649.147763579,75.3732838861853,0.08149787077804821,0.01641197574046835,0.09723020291331287,1.323236545113207,true
